id,X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
9759,24.44,44.15,Farcasele,Olt,OT,1285,Sud-Vest - Oltenia
9760,24.46,44.14,Farcasu de Jos,Olt,OT,1876,Sud-Vest - Oltenia
9761,24.43,44.15,Ghimpati,Olt,OT,1023,Sud-Vest - Oltenia
9762,24.41,44.16,Hotarani,Olt,OT,974,Sud-Vest - Oltenia
9763,24.28,44.41,Ganeasa,Olt,OT,1519,Sud-Vest - Oltenia
9764,24.28,44.44,Dranovatu,Olt,OT,1156,Sud-Vest - Oltenia
9765,24.24,44.45,Gradistea,Olt,OT,294,Sud-Vest - Oltenia
9766,24.25,44.43,Izvoru,Olt,OT,865,Sud-Vest - Oltenia
9767,24.28,44.39,Oltisoru,Olt,OT,367,Sud-Vest - Oltenia
9768,24.69,43.79,Giuvarasti,Olt,OT,3095,Sud-Vest - Oltenia
9769,24.54,44.07,Gostavatu,Olt,OT,1866,Sud-Vest - Oltenia
9770,24.53,44.09,Slaveni,Olt,OT,1620,Sud-Vest - Oltenia
9771,24.27,44.57,Gradinari,Olt,OT,426,Sud-Vest - Oltenia
9772,24.27,44.6,Petculesti,Olt,OT,988,Sud-Vest - Oltenia
9773,24.27,44.56,Runcu Mare,Olt,OT,686,Sud-Vest - Oltenia
9774,24.3,44.55,Satu Nou,Olt,OT,456,Sud-Vest - Oltenia
9775,24.27,43.76,Grojdibodu,Olt,OT,2726,Sud-Vest - Oltenia
9776,24.25,43.75,Hotaru,Olt,OT,836,Sud-Vest - Oltenia
9777,24.18,43.78,Ianca,Olt,OT,3276,Sud-Vest - Oltenia
9778,24.21,43.77,Potelu,Olt,OT,1563,Sud-Vest - Oltenia
9779,24.03,44.49,Iancu Jianu,Olt,OT,3627,Sud-Vest - Oltenia
9780,24.01,44.53,Dobriceni,Olt,OT,916,Sud-Vest - Oltenia
9781,23.99,44.53,Preotesti,Olt,OT,170,Sud-Vest - Oltenia
9782,24.72,44.41,Icoana,Olt,OT,853,Sud-Vest - Oltenia
9783,24.76,44.38,Floru,Olt,OT,669,Sud-Vest - Oltenia
9784,24.7,44.43,Ursoaia,Olt,OT,953,Sud-Vest - Oltenia
9785,24.66,43.82,Izbiceni,Olt,OT,5215,Sud-Vest - Oltenia
9786,24.52,44.26,Izvoarele,Olt,OT,1613,Sud-Vest - Oltenia
9787,24.54,44.26,Alimanesti,Olt,OT,2659,Sud-Vest - Oltenia
9788,24.46,44.79,Leleasca,Olt,OT,796,Sud-Vest - Oltenia
9789,24.45,44.77,Afumati,Olt,OT,190,Sud-Vest - Oltenia
9790,24.42,44.72,Greeresti,Olt,OT,61,Sud-Vest - Oltenia
9791,24.43,44.73,Mierlicesti,Olt,OT,260,Sud-Vest - Oltenia
9792,24.43,44.79,Tonesti,Olt,OT,665,Sud-Vest - Oltenia
9793,24.43,44.75,Tufaru,Olt,OT,125,Sud-Vest - Oltenia
9794,24.44,44.76,Ursi,Olt,OT,162,Sud-Vest - Oltenia
9795,24.47,44.21,Maruntei,Olt,OT,2864,Sud-Vest - Oltenia
9796,24.48,44.25,Balanesti,Olt,OT,1588,Sud-Vest - Oltenia
9797,24.45,44.25,Malu Rosu,Olt,OT,186,Sud-Vest - Oltenia
9798,24.79,44.13,Mihaesti,Olt,OT,1296,Sud-Vest - Oltenia
9799,24.8,44.11,Busca,Olt,OT,1055,Sud-Vest - Oltenia
9800,24.38,44.36,Ulmi,Olt,OT,676,Sud-Vest - Oltenia
9801,24.4,44.33,Ipotesti,Olt,OT,1519,Sud-Vest - Oltenia
9802,24.39,44.39,Milcovu din Deal,Olt,OT,515,Sud-Vest - Oltenia
9803,24.37,44.39,Milcovu din Vale,Olt,OT,344,Sud-Vest - Oltenia
9804,24.38,44.35,Stejaru,Olt,OT,65,Sud-Vest - Oltenia
9805,24.11,44.46,Morunglav,Olt,OT,1576,Sud-Vest - Oltenia
9806,24.14,44.45,Barasti,Olt,OT,475,Sud-Vest - Oltenia
9807,24.09,44.48,Ghiosani,Olt,OT,310,Sud-Vest - Oltenia
9808,24.13,44.48,Morunesti,Olt,OT,409,Sud-Vest - Oltenia
9809,24.11,44.49,Poiana Mare,Olt,OT,432,Sud-Vest - Oltenia
9810,24.64,44.37,Movileni,Olt,OT,2496,Sud-Vest - Oltenia
9811,24.64,44.4,Bacea,Olt,OT,1609,Sud-Vest - Oltenia
9812,24.76,44.27,Nicolae Titulescu,Olt,OT,1530,Sud-Vest - Oltenia
9813,24.77,44.28,Ghimpeteni,Olt,OT,1213,Sud-Vest - Oltenia
9814,24.79,44.3,Ghimpetenii Noi,Olt,OT,568,Sud-Vest - Oltenia
9815,24.33,43.89,Obarsia,Olt,OT,906,Sud-Vest - Oltenia
9816,24.29,43.9,Campu Parului,Olt,OT,508,Sud-Vest - Oltenia
9817,24.34,43.88,Coteni,Olt,OT,288,Sud-Vest - Oltenia
9818,24.31,43.89,Obarsia Noua,Olt,OT,1485,Sud-Vest - Oltenia
9819,24.33,43.9,Tabonu,Olt,OT,230,Sud-Vest - Oltenia
9820,24.09,44.42,Oboga,Olt,OT,1860,Sud-Vest - Oltenia
9821,24.06,44.45,Calui,Olt,OT,1111,Sud-Vest - Oltenia
9822,24.04,44.46,Gura Caluiu,Olt,OT,1108,Sud-Vest - Oltenia
9823,24.43,44.6,Oporelu,Olt,OT,572,Sud-Vest - Oltenia
9824,24.42,44.56,Beria de Jos,Olt,OT,288,Sud-Vest - Oltenia
9825,24.42,44.57,Beria de Sus,Olt,OT,256,Sud-Vest - Oltenia
9826,24.43,44.62,Radesti,Olt,OT,354,Sud-Vest - Oltenia
9827,24.65,44.58,Optasi,Olt,OT,1582,Sud-Vest - Oltenia
9828,24.7,44.53,Vitanesti,Olt,OT,2273,Sud-Vest - Oltenia
9829,24.38,43.75,Orlea,Olt,OT,1937,Sud-Vest - Oltenia
9830,24.32,43.76,Gura Padinii,Olt,OT,1620,Sud-Vest - Oltenia
9831,24.36,43.76,Orlea Noua,Olt,OT,1047,Sud-Vest - Oltenia
9832,24.32,43.77,Satu Nou,Olt,OT,489,Sud-Vest - Oltenia
9833,24.33,44.26,Vladuleni,Olt,OT,516,Sud-Vest - Oltenia
9834,24.35,44.28,Greci,Olt,OT,1023,Sud-Vest - Oltenia
9835,24.31,44.25,Osica de Sus,Olt,OT,3094,Sud-Vest - Oltenia
9836,24.32,44.28,Ostrov,Olt,OT,163,Sud-Vest - Oltenia
9837,24.35,44.27,Peretu,Olt,OT,273,Sud-Vest - Oltenia
9838,24.36,44.29,Tomeni,Olt,OT,435,Sud-Vest - Oltenia
9839,24.55,44.41,Perieti,Olt,OT,1020,Sud-Vest - Oltenia
9840,24.53,44.45,Balteni,Olt,OT,1946,Sud-Vest - Oltenia
9841,24.56,44.39,Magura,Olt,OT,710,Sud-Vest - Oltenia
9842,24.56,44.41,Mierlestii de Sus,Olt,OT,715,Sud-Vest - Oltenia
9843,24.26,44.37,Piatra-Olt,Olt,OT,2199,Sud-Vest - Oltenia
9844,24.23,44.4,Bistrita Noua,Olt,OT,749,Sud-Vest - Oltenia
9845,24.31,44.37,Criva de Jos,Olt,OT,563,Sud-Vest - Oltenia
9846,24.32,44.38,Criva de Sus,Olt,OT,613,Sud-Vest - Oltenia
9847,24.28,44.38,Enosesti,Olt,OT,394,Sud-Vest - Oltenia
9848,24.3,44.36,Piatra,Olt,OT,2097,Sud-Vest - Oltenia
9849,24.23,44.29,Pirscoveni,Olt,OT,1944,Sud-Vest - Oltenia
9850,24.21,44.29,Butoi,Olt,OT,418,Sud-Vest - Oltenia
9851,24.21,44.31,Olari,Olt,OT,1003,Sud-Vest - Oltenia
9852,24.28,44.28,Soparlita,Olt,OT,1618,Sud-Vest - Oltenia
9853,24.27,44.47,Plesoiu,Olt,OT,565,Sud-Vest - Oltenia
9854,24.23,44.47,Arcesti,Olt,OT,521,Sud-Vest - Oltenia
9855,24.27,44.46,Arcesti Cot,Olt,OT,789,Sud-Vest - Oltenia
9856,24.21,44.48,Cocorasti,Olt,OT,578,Sud-Vest - Oltenia
9857,24.24,44.49,Doba,Olt,OT,603,Sud-Vest - Oltenia
9858,24.23,44.5,Schitu din Deal,Olt,OT,352,Sud-Vest - Oltenia
9859,24.24,44.51,Schitu din Vale,Olt,OT,232,Sud-Vest - Oltenia
9860,24.5,44.66,Poboru,Olt,OT,640,Sud-Vest - Oltenia
9861,24.46,44.69,Albesti,Olt,OT,590,Sud-Vest - Oltenia
9862,24.47,44.68,Cornatelu,Olt,OT,607,Sud-Vest - Oltenia
9863,24.51,44.68,Creti,Olt,OT,261,Sud-Vest - Oltenia
9864,24.45,44.71,Seaca,Olt,OT,284,Sud-Vest - Oltenia
9865,24.53,44.67,Surpeni,Olt,OT,82,Sud-Vest - Oltenia
9866,24.63,44.47,Potcoava,Olt,OT,2460,Sud-Vest - Oltenia
9867,24.62,44.49,Potcoava Falcoeni,Olt,OT,1126,Sud-Vest - Oltenia
9868,24.67,44.47,Sinesti,Olt,OT,1009,Sud-Vest - Oltenia
9869,24.64,44.49,Trufinesti,Olt,OT,274,Sud-Vest - Oltenia
9870,24.66,44.47,Valea Merilor,Olt,OT,1259,Sud-Vest - Oltenia
9871,24.45,44.52,Priseaca,Olt,OT,1247,Sud-Vest - Oltenia
9872,24.43,44.49,Buicesti,Olt,OT,498,Sud-Vest - Oltenia
9873,24.43,44.53,Saltanesti,Olt,OT,436,Sud-Vest - Oltenia
9874,24.68,44.12,Radomiresti,Olt,OT,1812,Sud-Vest - Oltenia
9875,24.69,44.08,Calinesti,Olt,OT,1432,Sud-Vest - Oltenia
9876,24.66,44.15,Craciunei,Olt,OT,1050,Sud-Vest - Oltenia
9877,24.68,44.1,Poiana,Olt,OT,443,Sud-Vest - Oltenia
9878,24.3,44.05,Redea,Olt,OT,2504,Sud-Vest - Oltenia
9879,24.35,44.04,Redisoara,Olt,OT,666,Sud-Vest - Oltenia
9880,24.28,44.03,Valea Soarelui,Olt,OT,358,Sud-Vest - Oltenia
9881,24.31,43.98,Rotunda,Olt,OT,3524,Sud-Vest - Oltenia
9882,24.6,43.94,Rusanesti,Olt,OT,3707,Sud-Vest - Oltenia
9883,24.59,43.95,Jieni,Olt,OT,1300,Sud-Vest - Oltenia
9884,24.57,43.99,Scarisoara,Olt,OT,2431,Sud-Vest - Oltenia
9885,24.58,43.97,Plaviceni,Olt,OT,839,Sud-Vest - Oltenia
9886,24.6,43.99,Rudari,Olt,OT,0,Sud-Vest - Oltenia
9887,24.57,44.35,Schitu,Olt,OT,372,Sud-Vest - Oltenia
9888,24.56,44.38,Catanele,Olt,OT,1050,Sud-Vest - Oltenia
9889,24.56,44.33,Greci,Olt,OT,1170,Sud-Vest - Oltenia
9890,24.53,44.35,Lisa,Olt,OT,562,Sud-Vest - Oltenia
9891,24.57,44.37,Mosteni,Olt,OT,347,Sud-Vest - Oltenia
9892,24.54,44.6,Scornicesti,Olt,OT,5514,Sud-Vest - Oltenia
9893,24.58,44.51,Baltati,Olt,OT,593,Sud-Vest - Oltenia
9894,24.6,44.52,Bircii,Olt,OT,1230,Sud-Vest - Oltenia
9895,24.59,44.54,Chiteasca,Olt,OT,500,Sud-Vest - Oltenia
9896,24.5,44.59,Constantinesti,Olt,OT,638,Sud-Vest - Oltenia
9897,24.55,44.55,Jitaru,Olt,OT,704,Sud-Vest - Oltenia
9898,24.56,44.53,Margineni Slobozia,Olt,OT,1058,Sud-Vest - Oltenia
9899,24.54,44.53,Mihailesti Popesti,Olt,OT,400,Sud-Vest - Oltenia
9900,24.51,44.56,Mogosesti,Olt,OT,692,Sud-Vest - Oltenia
9901,24.6,44.57,Negreni,Olt,OT,1387,Sud-Vest - Oltenia
9902,24.55,44.57,Piscani,Olt,OT,280,Sud-Vest - Oltenia
9903,24.52,44.63,Rusciori,Olt,OT,357,Sud-Vest - Oltenia
9904,24.57,44.62,Suica,Olt,OT,375,Sud-Vest - Oltenia
9905,24.53,44.64,Teius,Olt,OT,270,Sud-Vest - Oltenia
9906,24.76,44.15,Seaca,Olt,OT,2586,Sud-Vest - Oltenia
9907,24.4,44.81,Samburesti,Olt,OT,228,Sud-Vest - Oltenia
9908,24.38,44.8,Cerbeni,Olt,OT,119,Sud-Vest - Oltenia
9909,24.41,44.81,Ionicesti,Olt,OT,218,Sud-Vest - Oltenia
9910,24.4,44.82,Launele,Olt,OT,205,Sud-Vest - Oltenia
9911,24.39,44.81,Manulesti,Olt,OT,160,Sud-Vest - Oltenia
9912,24.41,44.83,Stanuleasa,Olt,OT,385,Sud-Vest - Oltenia
9913,24.41,44.8,Tonesti,Olt,OT,116,Sud-Vest - Oltenia
9914,24.54,44.74,Alunisu,Olt,OT,514,Sud-Vest - Oltenia
9915,24.58,44.71,Cuza Voda,Olt,OT,168,Sud-Vest - Oltenia
9916,24.58,44.71,Davidesti,Olt,OT,94,Sud-Vest - Oltenia
9917,24.51,44.74,Optasani,Olt,OT,196,Sud-Vest - Oltenia
9918,24.58,44.74,Profa,Olt,OT,882,Sud-Vest - Oltenia
9919,24.57,44.7,Spineni,Olt,OT,379,Sud-Vest - Oltenia
9920,24.57,44.69,Vineti,Olt,OT,413,Sud-Vest - Oltenia
9921,24.64,44.06,Sprancenata,Olt,OT,1510,Sud-Vest - Oltenia
9922,24.66,44.04,Barsestii de Sus,Olt,OT,732,Sud-Vest - Oltenia
9923,24.59,44.04,Frunzaru,Olt,OT,763,Sud-Vest - Oltenia
9924,24.59,44.07,Uria,Olt,OT,226,Sud-Vest - Oltenia
9925,24.5,44.12,Stoenesti,Olt,OT,2517,Sud-Vest - Oltenia
9926,24.64,44.19,Stoicanesti,Olt,OT,3609,Sud-Vest - Oltenia
9927,24.27,44.53,Strejesti,Olt,OT,973,Sud-Vest - Oltenia
9928,24.28,44.51,Colibasi,Olt,OT,605,Sud-Vest - Oltenia
9929,24.31,44.53,Mamura,Olt,OT,189,Sud-Vest - Oltenia
9930,24.23,44.54,Strejestii de Sus,Olt,OT,1901,Sud-Vest - Oltenia
9931,24.42,43.96,Studina,Olt,OT,1804,Sud-Vest - Oltenia
9932,24.39,43.95,Arvateasca,Olt,OT,803,Sud-Vest - Oltenia
9933,24.39,43.95,Gradinile,Olt,OT,553,Sud-Vest - Oltenia
9934,24.4,43.95,Plaviceanca,Olt,OT,423,Sud-Vest - Oltenia
9935,24.43,43.98,Studinita,Olt,OT,1391,Sud-Vest - Oltenia
9936,24.69,44.33,Serbanesti,Olt,OT,2498,Sud-Vest - Oltenia
9937,24.69,44.34,Strugurelu,Olt,OT,126,Sud-Vest - Oltenia
9938,24.68,44.34,Serbanestii de Sus,Olt,OT,723,Sud-Vest - Oltenia
9939,24.22,43.81,Stefan cel Mare,Olt,OT,1666,Sud-Vest - Oltenia
9940,24.21,43.82,Ianca Noua,Olt,OT,715,Sud-Vest - Oltenia
9941,24.62,44.64,Tatulesti,Olt,OT,910,Sud-Vest - Oltenia
9942,24.6,44.66,Barbalai,Olt,OT,159,Sud-Vest - Oltenia
9943,24.62,44.66,Lunca,Olt,OT,44,Sud-Vest - Oltenia
9944,24.63,44.67,Magura,Olt,OT,141,Sud-Vest - Oltenia
9945,24.61,44.68,Mircesti,Olt,OT,126,Sud-Vest - Oltenia
9946,24.61,44.67,Momaiu,Olt,OT,138,Sud-Vest - Oltenia
9947,24.35,44.51,Teslui,Olt,OT,799,Sud-Vest - Oltenia
9948,24.34,44.52,Cherlestii din Deal,Olt,OT,397,Sud-Vest - Oltenia
9949,24.34,44.54,Cherlestii Mosteni,Olt,OT,334,Sud-Vest - Oltenia
9950,24.35,44.56,Comanita,Olt,OT,471,Sud-Vest - Oltenia
9951,24.41,44.55,Corbu,Olt,OT,170,Sud-Vest - Oltenia
9952,24.36,44.57,Deleni,Olt,OT,503,Sud-Vest - Oltenia
9953,24.34,44.57,Schitu Deleni,Olt,OT,245,Sud-Vest - Oltenia
9954,24.64,43.86,Tia Mare,Olt,OT,1664,Sud-Vest - Oltenia
9955,24.65,43.85,Doanca,Olt,OT,1388,Sud-Vest - Oltenia
9956,24.63,43.88,Potlogeni,Olt,OT,1767,Sud-Vest - Oltenia
9957,24.5,44.83,Topana,Olt,OT,550,Sud-Vest - Oltenia
9958,24.55,44.83,Cioraca,Olt,OT,173,Sud-Vest - Oltenia
9959,24.53,44.85,Candelesti,Olt,OT,244,Sud-Vest - Oltenia
9960,24.54,44.83,Cojgarei,Olt,OT,171,Sud-Vest - Oltenia
9961,24.52,44.88,Ungureni,Olt,OT,265,Sud-Vest - Oltenia
9962,24.46,44.02,Traian,Olt,OT,3680,Sud-Vest - Oltenia
9963,24.8,44.37,Tufeni,Olt,OT,2082,Sud-Vest - Oltenia
9964,24.79,44.33,Barza,Olt,OT,710,Sud-Vest - Oltenia
9965,24.79,44.34,Stoborasti,Olt,OT,707,Sud-Vest - Oltenia
9966,24.29,43.86,Urzica,Olt,OT,1757,Sud-Vest - Oltenia
9967,24.26,43.86,Stavaru,Olt,OT,1026,Sud-Vest - Oltenia
9968,24.45,44.46,Valea Mare,Olt,OT,1687,Sud-Vest - Oltenia
9969,24.46,44.45,Barca,Olt,OT,941,Sud-Vest - Oltenia
9970,24.46,44.43,Recea,Olt,OT,315,Sud-Vest - Oltenia
9971,24.48,44.45,Turia,Olt,OT,752,Sud-Vest - Oltenia
9972,24.46,44.42,Zorleasca,Olt,OT,425,Sud-Vest - Oltenia
9973,24.42,43.87,Visina Noua,Olt,OT,2171,Sud-Vest - Oltenia
9974,24.38,43.86,Vadastra,Olt,OT,1839,Sud-Vest - Oltenia
9975,24.34,43.85,Vadastrita,Olt,OT,4008,Sud-Vest - Oltenia
9976,24.79,44.24,Valeni,Olt,OT,2880,Sud-Vest - Oltenia
9977,24.81,44.21,Mandra,Olt,OT,314,Sud-Vest - Oltenia
9978,24.81,44.22,Popesti,Olt,OT,287,Sud-Vest - Oltenia
9979,24.79,44.2,Tirisneag,Olt,OT,357,Sud-Vest - Oltenia
9980,24.33,44.65,Verguleasa,Olt,OT,638,Sud-Vest - Oltenia
9981,24.36,44.62,Cazanesti,Olt,OT,397,Sud-Vest - Oltenia
9982,24.35,44.61,Cucueti,Olt,OT,383,Sud-Vest - Oltenia
9983,24.32,44.68,Dumitresti,Olt,OT,1038,Sud-Vest - Oltenia
9984,24.32,44.66,Poganu,Olt,OT,796,Sud-Vest - Oltenia
9985,24.34,44.63,Valea Fetei,Olt,OT,279,Sud-Vest - Oltenia
9986,24.38,44.64,Vanesti,Olt,OT,81,Sud-Vest - Oltenia
9987,24.45,43.87,Visina,Olt,OT,3529,Sud-Vest - Oltenia
9988,24.39,44.86,Vitomiresti,Olt,OT,664,Sud-Vest - Oltenia
9989,24.42,44.89,Bulimanu,Olt,OT,406,Sud-Vest - Oltenia
9990,24.36,44.83,Dejesti,Olt,OT,1033,Sud-Vest - Oltenia
9991,24.33,44.81,Donesti,Olt,OT,348,Sud-Vest - Oltenia
9992,24.41,44.86,Stanuleasa,Olt,OT,208,Sud-Vest - Oltenia
9993,24.35,44.86,Trepteni,Olt,OT,483,Sud-Vest - Oltenia
9994,24.54,44.28,Valcele,Olt,OT,1097,Sud-Vest - Oltenia
9995,24.55,44.3,Barcanesti,Olt,OT,897,Sud-Vest - Oltenia
9996,24.56,44.28,Valcelele de Sus,Olt,OT,1062,Sud-Vest - Oltenia
9997,24.4,44,Vladila,Olt,OT,1370,Sud-Vest - Oltenia
9998,24.42,44,Frasinet Gara,Olt,OT,356,Sud-Vest - Oltenia
9999,24.41,44,Vladila Noua,Olt,OT,498,Sud-Vest - Oltenia
10000,24.14,44.28,Voineasa,Olt,OT,513,Sud-Vest - Oltenia
10001,24.2,44.27,Blaj,Olt,OT,327,Sud-Vest - Oltenia
10002,24.15,44.3,Margaritesti,Olt,OT,731,Sud-Vest - Oltenia
10003,24.12,44.32,Racovita,Olt,OT,574,Sud-Vest - Oltenia
10004,24.17,44.28,Rusanestii de Sus,Olt,OT,275,Sud-Vest - Oltenia
10005,23.92,44.46,Vulpeni,Olt,OT,208,Sud-Vest - Oltenia
10006,23.92,44.45,Cotorbesti,Olt,OT,118,Sud-Vest - Oltenia
10007,23.97,44.44,Gropsani,Olt,OT,1080,Sud-Vest - Oltenia
10008,23.99,44.45,Mardale,Olt,OT,76,Sud-Vest - Oltenia
10009,23.94,44.45,Pescaresti,Olt,OT,502,Sud-Vest - Oltenia
10010,23.89,44.48,Plopsorelu,Olt,OT,193,Sud-Vest - Oltenia
10011,23.91,44.47,Prisaca,Olt,OT,205,Sud-Vest - Oltenia
10012,23.9,44.48,Simniceni,Olt,OT,118,Sud-Vest - Oltenia
10013,23.91,44.46,Tabaci,Olt,OT,277,Sud-Vest - Oltenia
10014,23.91,44.45,Valea Satului,Olt,OT,303,Sud-Vest - Oltenia
10015,24.31,44.73,Vulturesti,Olt,OT,933,Sud-Vest - Oltenia
10016,24.36,44.76,Dienci,Olt,OT,787,Sud-Vest - Oltenia
10017,24.31,44.71,Valea lui Alb,Olt,OT,782,Sud-Vest - Oltenia
10018,24.35,44.72,Vlangaresti,Olt,OT,540,Sud-Vest - Oltenia
10019,26.02,44.94,Ploiesti,Prahova,PH,252715,Sud - Muntenia
10020,26.05,44.88,Barcanesti,Prahova,PH,3140,Sud - Muntenia
10021,26.08,44.9,Ghighiu,Prahova,PH,759,Sud - Muntenia
10022,26.09,44.85,Puscasi,Prahova,PH,428,Sud - Muntenia
10023,26.07,44.86,Romanesti,Prahova,PH,1918,Sud - Muntenia
10024,26.04,44.9,Tatarani,Prahova,PH,3026,Sud - Muntenia
10025,26.12,44.93,Berceni,Prahova,PH,2362,Sud - Muntenia
10026,26.07,44.92,Cartierul Dambu,Prahova,PH,533,Sud - Muntenia
10027,26.14,44.9,Catunu,Prahova,PH,736,Sud - Muntenia
10028,26.09,44.91,Corlatesti,Prahova,PH,1371,Sud - Muntenia
10029,26.11,44.95,Moara Noua,Prahova,PH,859,Sud - Muntenia
10030,26.01,44.99,Blejoi,Prahova,PH,3489,Sud - Muntenia
10031,26.02,44.98,Ploiestiori,Prahova,PH,2685,Sud - Muntenia
10032,26.03,44.97,Tantareni,Prahova,PH,1460,Sud - Muntenia
10033,26.02,44.85,Brazii de Sus,Prahova,PH,1795,Sud - Muntenia
10034,26.04,44.85,Batesti,Prahova,PH,1671,Sud - Muntenia
10035,26.03,44.85,Brazii de Jos,Prahova,PH,711,Sud - Muntenia
10036,25.98,44.87,Negoiesti,Prahova,PH,1858,Sud - Muntenia
10037,26,44.86,Popesti,Prahova,PH,1691,Sud - Muntenia
10038,25.96,44.84,Stejaru,Prahova,PH,590,Sud - Muntenia
10039,26.08,44.98,Bucov,Prahova,PH,4387,Sud - Muntenia
10040,26.12,45,Bighilin,Prahova,PH,185,Sud - Muntenia
10041,26.12,44.97,Chitorani,Prahova,PH,1146,Sud - Muntenia
10042,26.07,45.01,Pleasa,Prahova,PH,4434,Sud - Muntenia
10043,26.12,44.97,Valea Orlei,Prahova,PH,148,Sud - Muntenia
10044,25.97,45,Paulesti,Prahova,PH,1906,Sud - Muntenia
10045,25.99,45,Cocosesti,Prahova,PH,799,Sud - Muntenia
10046,25.95,45.02,Gageni,Prahova,PH,2114,Sud - Muntenia
10047,25.98,44.99,Paulestii Noi,Prahova,PH,300,Sud - Muntenia
10048,25.95,44.92,Strejnicu,Prahova,PH,4960,Sud - Muntenia
10049,25.92,44.86,Stancesti,Prahova,PH,715,Sud - Muntenia
10050,25.92,44.88,Targsoru Vechi,Prahova,PH,2134,Sud - Muntenia
10051,25.93,44.87,Zahanaua,Prahova,PH,186,Sud - Muntenia
10052,25.56,45.45,Azuga,Prahova,PH,6487,Sud - Muntenia
10053,25.85,45.04,Baicoi,Prahova,PH,11767,Sud - Muntenia
10054,25.89,45.05,Dambu,Prahova,PH,1429,Sud - Muntenia
10055,25.89,45.03,Liliesti,Prahova,PH,2204,Sud - Muntenia
10056,25.85,45.04,Schela,Prahova,PH,962,Sud - Muntenia
10057,25.84,45.06,Tufeni,Prahova,PH,1277,Sud - Muntenia
10058,25.9,45.03,Tintea,Prahova,PH,3042,Sud - Muntenia
10059,26.03,45.02,Boldesti-Scaeni,Prahova,PH,10627,Sud - Muntenia
10060,26.06,45.03,Seciu,Prahova,PH,1130,Sud - Muntenia
10061,25.68,45.17,Breaza de Jos,Prahova,PH,2297,Sud - Muntenia
10062,25.66,45.2,Breaza de Sus,Prahova,PH,10903,Sud - Muntenia
10063,25.68,45.2,Frasinet,Prahova,PH,544,Sud - Muntenia
10064,25.66,45.15,Irimesti,Prahova,PH,90,Sud - Muntenia
10065,25.67,45.2,Nistoresti,Prahova,PH,957,Sud - Muntenia
10066,25.65,45.22,Podu Corbului,Prahova,PH,356,Sud - Muntenia
10067,25.69,45.15,Podu Vadului,Prahova,PH,1329,Sud - Muntenia
10068,25.63,45.19,Surdesti,Prahova,PH,578,Sud - Muntenia
10069,25.63,45.18,Valea Tarsei,Prahova,PH,1256,Sud - Muntenia
10070,25.54,45.42,Busteni,Prahova,PH,9699,Sud - Muntenia
10071,25.54,45.39,Poiana Tapului,Prahova,PH,2787,Sud - Muntenia
10072,25.73,45.13,Campina,Prahova,PH,41554,Sud - Muntenia
10073,25.71,45.13,Poiana Campina,Prahova,PH,4036,Sud - Muntenia
10074,25.74,45.09,Bobolia,Prahova,PH,1086,Sud - Muntenia
10075,25.73,45.12,Pietrisu,Prahova,PH,338,Sud - Muntenia
10076,25.7,45.14,Ragman,Prahova,PH,122,Sud - Muntenia
10077,25.64,45.24,Comarnic,Prahova,PH,4356,Sud - Muntenia
10078,25.63,45.24,Ghiosesti,Prahova,PH,3484,Sud - Muntenia
10079,25.65,45.23,Podu Lung,Prahova,PH,694,Sud - Muntenia
10080,25.66,45.25,Poiana,Prahova,PH,3750,Sud - Muntenia
10081,25.62,45.29,Posada,Prahova,PH,1478,Sud - Muntenia
10082,26.45,45,Mizil,Prahova,PH,16566,Sud - Muntenia
10083,26.44,45.01,Fefelei,Prahova,PH,524,Sud - Muntenia
10084,25.95,45.04,Plopeni,Prahova,PH,10284,Sud - Muntenia
10085,26,45.09,Dumbravesti,Prahova,PH,764,Sud - Muntenia
10086,26,45.08,Gavanel,Prahova,PH,171,Sud - Muntenia
10087,26,45.1,Malaestii de Jos,Prahova,PH,544,Sud - Muntenia
10088,26.01,45.12,Malaestii de Sus,Prahova,PH,231,Sud - Muntenia
10089,25.98,45.07,Plopeni,Prahova,PH,1587,Sud - Muntenia
10090,26.01,45.09,Sfarleanca,Prahova,PH,398,Sud - Muntenia
10091,25.55,45.35,Sinaia,Prahova,PH,15465,Sud - Muntenia
10092,25.94,45.24,Slanic,Prahova,PH,4127,Sud - Muntenia
10093,25.95,45.25,Grosani,Prahova,PH,2183,Sud - Muntenia
10094,25.95,45.2,Prajani,Prahova,PH,1344,Sud - Muntenia
10095,26.23,44.99,Urlati,Prahova,PH,8397,Sud - Muntenia
10096,26.2,44.99,Arionestii Noi,Prahova,PH,262,Sud - Muntenia
10097,26.22,44.99,Arionestii Vechi,Prahova,PH,353,Sud - Muntenia
10098,26.29,45,Cherba,Prahova,PH,242,Sud - Muntenia
10099,26.22,45.02,Jercalai,Prahova,PH,276,Sud - Muntenia
10100,26.28,44.99,Maruntis,Prahova,PH,334,Sud - Muntenia
10101,26.23,45,Orzoaia de Jos,Prahova,PH,611,Sud - Muntenia
10102,26.23,45,Orzoaia de Sus,Prahova,PH,136,Sud - Muntenia
10103,26.2,44.99,Schiau,Prahova,PH,32,Sud - Muntenia
10104,26.26,44.95,Ulmi,Prahova,PH,0,Sud - Muntenia
10105,26.23,45.01,Valea Bobului,Prahova,PH,57,Sud - Muntenia
